jcAIDScan version; 0.1.2
Card ATR; 3BF91800008131FE4550565F4A3345303832B5
Card name; J3E145
CPLC;;
tformPro 19.06.16-4-g1f6b677
Running on Mac OS X 10.14.6 x86_64, Java 1.8.0_221 by Oracle Corporation
Reader; ACS APG8201-B2
ATR; 3BF91800008131FE4550565F4A3345303832B5
More information about your card;
    http;//smartcard-atr.appspot.com/parse?ATR=3BF91800008131FE4550565F4A3345303832B5

CPLC; ICFabricator=4790
      ICType=5075
      OperatingSystemID=4791
      OperatingSystemReleaseDate=2348 (2012-12-13)
      OperatingSystemReleaseLevel=4000
      ICFabricationDate=9129 (2019-05-09)
      ICSerialNumber=00871599
      ICBatchIdentifier=2704
      ICModuleFabricator=4812
      ICModulePackagingDate=9136 (2019-05-16)
      ICCManufacturer=0000
      ICEmbeddingDate=0000 (2010-01-01)
      ICPrePersonalizer=1718
      ICPrePersonalizationEquipmentDate=1330 (2011-11-26)
      ICPrePersonalizationEquipmentID=38373135
      ICPersonalizer=0000
      ICPersonalizationDate=0000 (2010-01-01)
      ICPersonalizationEquipmentID=00000000

Card Data; 
Tag 6; 1.2.840.114283.1
-> Global Platform card
Tag 60; 1.2.840.114283.2.2.2
-> GP Version; 2.2
Tag 63; 1.2.840.114283.3
Tag 64; 1.2.840.114283.4.2.85
-> GP SCP02 i=55
Tag 65; 1.3.656.840.100.2.1.3
Tag 66; 1.3.6.1.4.1.42.2.110.1.2
-> JavaCard v2
Card Capabilities; 
Version;   1 (0x01) ID;   1 (0x01) type; DES3 length;  16 
Version;   1 (0x01) ID;   2 (0x02) type; DES3 length;  16 
Version;   1 (0x01) ID;   3 (0x03) type; DES3 length;  16

PACKAGE AID; MAJOR VERSION; MINOR VERSION; PACKAGE NAME; INTRODUCING JC API VERSION;
a0000000620001; 1; 0; java.lang; 2.1
a0000000620002; 1; 0; java.io; 2.2.0
a0000000620003; 1; 0; java.rmi; 2.2.0
a0000000620101; 1; 0; javacard.framework; 2.1
a0000000620101; 1; 1; javacard.framework; 2.2.0
a0000000620101; 1; 2; javacard.framework; 2.2.1
a0000000620101; 1; 3; javacard.framework; 2.2.2
a0000000620101; 1; 4; javacard.framework; 3.0.1
a000000062010101; 1; 0; javacard.framework.service; 2.2.0
a0000000620102; 1; 0; javacard.security; 2.1
a0000000620102; 1; 1; javacard.security; 2.1.1
a0000000620102; 1; 2; javacard.security; 2.2.1
a0000000620102; 1; 3; javacard.security; 2.2.2
a0000000620102; 1; 4; javacard.security; 3.0.1
a0000000620201; 1; 0; javacardx.crypto; 2.1
a0000000620201; 1; 1; javacardx.crypto; 2.1.1
a0000000620201; 1; 2; javacardx.crypto; 2.2.1
a0000000620201; 1; 3; javacardx.crypto; 2.2.2
a0000000620201; 1; 4; javacardx.crypto; 3.0.1
a0000000620203; 1; 0; javacardx.external; 2.2.2
a0000000620209; 1; 0; javacardx.apdu; 2.2.2
a00000015100; 1; 0; org.globalplatform; unknown
a00000015100; 1; 1; org.globalplatform; unknown
a00000015100; 1; 2; org.globalplatform; unknown
a00000015100; 1; 3; org.globalplatform; unknown
a00000015100; 1; 4; org.globalplatform; unknown
a00000015100; 1; 5; org.globalplatform; unknown

FULL PACKAGE AID; IS SUPPORTED?; PACKAGE NAME WITH VERSION; 
000107A0000000620001; 	yes; 	java.lang v1.0 a0000000620001;
000108A000000062020802; 	no; 	javacardx.framework.math v1.0 a000000062020802;
010108A000000062020802; 	no; 	javacardx.framework.math v1.1 a000000062020802;
000108A000000062020803; 	no; 	javacardx.framework.tlv v1.0 a000000062020803;
010108A000000062020803; 	no; 	javacardx.framework.tlv v1.1 a000000062020803;
000108A000000062020804; 	no; 	javacardx.framework.string v1.0 a000000062020804;
010108A000000062020804; 	no; 	javacardx.framework.string v1.1 a000000062020804;
000107A0000000620209; 	yes; 	javacardx.apdu v1.0 a0000000620209;
010107A0000000620209; 	no; 	javacardx.apdu v1.1 a0000000620209;
000108A000000062020901; 	no; 	javacardx.apdu.util v1.0 a000000062020901;
010108A000000062020901; 	no; 	javacardx.apdu.util v1.1 a000000062020901;
000106A00000015100; 	yes; 	org.globalplatform v1.0 a00000015100;
010106A00000015100; 	yes; 	org.globalplatform v1.1 a00000015100;
020106A00000015100; 	yes; 	org.globalplatform v1.2 a00000015100;
030106A00000015100; 	yes; 	org.globalplatform v1.3 a00000015100;
040106A00000015100; 	yes; 	org.globalplatform v1.4 a00000015100;
050106A00000015100; 	yes; 	org.globalplatform v1.5 a00000015100;
060106A00000015100; 	no; 	org.globalplatform v1.6 a00000015100;
070106A00000015100; 	no; 	org.globalplatform v1.7 a00000015100;
080106A00000015100; 	no; 	org.globalplatform v1.8 a00000015100;
000106A00000015102; 	no; 	org.globalplatform.contactless v1.0 a00000015102;
010106A00000015102; 	no; 	org.globalplatform.contactless v1.1 a00000015102;
020106A00000015102; 	no; 	org.globalplatform.contactless v1.2 a00000015102;
030106A00000015102; 	no; 	org.globalplatform.contactless v1.3 a00000015102;
040106A00000015102; 	no; 	org.globalplatform.contactless v1.4 a00000015102;
050106A00000015102; 	no; 	org.globalplatform.contactless v1.5 a00000015102;
000106A00000015103; 	no; 	org.globalplatform.securechannel v1.0 a00000015103;
010106A00000015103; 	no; 	org.globalplatform.securechannel v1.1 a00000015103;
020106A00000015103; 	no; 	org.globalplatform.securechannel v1.2 a00000015103;
000106A00000015104; 	no; 	org.globalplatform.securechannel.provider v1.0 a00000015104;
010106A00000015104; 	no; 	org.globalplatform.securechannel.provider v1.1 a00000015104;
020106A00000015104; 	no; 	org.globalplatform.securechannel.provider v1.2 a00000015104;
000106A00000015105; 	no; 	org.globalplatform.privacy v1.0 a00000015105;
010106A00000015105; 	no; 	org.globalplatform.privacy v1.1 a00000015105;
000106A00000015106; 	no; 	org.globalplatform.filesystem v1.0 a00000015106;
010106A00000015106; 	no; 	org.globalplatform.filesystem v1.1 a00000015106;

JC CONVERTOR VERSION; CAP SUCCESSFULLY UPLOADED?;;
2.1.1; yes;
2.2.0; yes;
2.2.1; yes;
2.2.2; yes;
3.0.1; yes;
3.0.4; no;
3.0.5; no;
