id;x;y;private;t
13;F62C0D3F15968820810B080C020B0CFB0DA0BBF4342B9942E05B0D28B0AB2F5E;8E905663322737C8EE496DFB25CAE94911C155A2EC271CE0351AADBB80623EB6;F72A258380B8D04EBB4C672F0BE439407FC964040D696E3586B22EF5FBCB5B02;69
14;4703F1D2B13F78E001FD8B10A0653623E460D92518D175790F85E04C6F01B894;C36741F8EA2512A790E24AF0AE9E52DCAD6224D25CB5AF3AA35842A6EC89AE23;7007561E66CFFF4C05D87FCFBB7D8AFD91FBE89110AC57C5636A2B82D8135B55;56
15;9191E9236A83E77340FC5725ECCA74A727754B3DAEE6AFAF39EE49D1914ADEEC;604898F29C050324E3D1C60C7AC0EB83B7A5AA8D03D793F32C53BC03E378E5C9;BFF2A5A578FAF36D8B511DD2C037BCEE83A04BBF2165B5BA2D07DB0B538314F5;66
16;B090708A3EF38F01626C11103ECCBA11B2E0AAFC29DC53D66F0C99CD2E688B9C;01B2F207F7AC94E46B19C8C2F43A7F7593DACA448A651D9BECDB09D81E8B6389;D2B42C6980F24BC0D74CB82E5E8456FB934BB9A50204C5826E74EE1ADA034CFD;57
17;A196FC948F09243449E782898ECC3993B23D65649D660B9E086DBA8117D8BF3E;1EBB1D020A916A5529351DC8156CA33586E7AA36A6CBDBBD0EC973C9E4E7242C;808BCF514E7D18763CC5064491A2F34840B91D139FCA6C9F412CBB966BBEE6EB;69
18;AD6BCE43EEFFF93A3DBBA78E4775380D135D1DEC323CFB75B053C1A220388BAC;CEED5346F850541BEC6C4237F551ACB1D3BC542358F3E99E24D53ECF1DB4DB82;0EF5C42A112280636D320CCDE10CF60A4B0271DCCD2F06FF8294840C725EE32A;55
19;7BA9CB911E346429F4754ACD73630233688FCABC3DC000858AD62970241762EF;89FF7E0E0A0EFDF0019843A337AB3AE17287DBB4F7AD621F7E3A29E8E0C06C74;A8DDCA9C803D108C56CFA5F81201CAA322E8063DF6FB79CBFADF9F9DD224D06C;70
20;65BE8271CBFAF3DF5EEE754285A956CEEAE047F83C84C4EA29278553A132EF20;C538342795719D3543CAF1D1C0EEF0A8B03C5B09FF21E773F1B54447C08CA7C8;E604F6BD9BBD589D749B11C4F86D715F71378E648D2836DEA85A45C278F97817;55
21;D6CAEF5331B16820AA81D050F65B8828192B755631EF20EB0A2C1EC5C23FF68D;C5D7458BCF449A251D41553E81F26BB3B0A8A1EB8A58F554DE0EBCF2B43CFB7A;6FFCD6DDDBD3CFCB98AED59E91C7B5F825C5FA0AB699B644F8243F6A037F1B6C;69
22;8FBE1860F82F3AB945BA8C3AB7A9EBFF0B610BC4ACEAFF45FD769617FE859E06;B8D110B30271CDE3668BFEB947E081A9FAFB69FF4D8553792BA70F9989043DEA;169D75FD13BE110D9745B57715CD6D09D34E097987CAAC98C2739FE48B5DE243;56
23;F0594691B84F5D5E2A386D3AC77AF6C1B9FC42FD516F30611C1420FF3C744027;4B55AEF3CC37F3C7AA1CC97ABC6B42549556C4FBC5613FEE095451A118C6D4EC;F27F516461BDF8A857B5DD24660D2D72755708DA88ECBDA2A4B7D72DAAEA1EB8;70
24;A688293B94DF2D91530F968E371C81F84BF6428B3C1251005E73F53183674D2C;06F1715E015416350CF083A5B693B627AB5C1DCEEAD2B7494B4F747F7259179F;54BADF9228CBA02967E4CC3C0D0303B6D69DBEC4239E8F350CC33E36D173C6D6;56
25;1EB68A8BDEBEA2A346FCC2E722669C447458B3F81E8D9E5700C379402ED49589;5F6B29B41D1749870577F22C49EEEF57E266B0FE3E29978BB67F4D81C489A256;F868EC503A6E6DDF0F33DB36801F66BFCC5CDE133E275A947E5C2E259246A807;70
26;076C002F5759C3A01B0F8E3AFA5E1956814E1A102F1A0DF1B42A714F3E6118B5;84799A76B82E86DA89E235B880E1334380ED9402F305F51C3C71A4E88B0C85FB;3895EB62E7C85ED7CE717E1C0CE798E91F1E9BBCCFCE73D0219F71678D99787D;57
27;595FCB6FEBD279E122DF6726B46FE13AEBBFE3C251EC755DAA4D08B87547FD01;6F38CA4A3E845CB6F8060F04818148FE37236BA41195B1E1651745D7966EBD93;78EAD2AB40A6E6C1A994D2A9AD548AB9F331E51268F1088DD8C3E170DD661811;66
28;F9109D065E61279F2273EC19EBCB042082A144E751574E3B505AEE69993DEE00;2D4E1B99B4BE913040C13F25A9E4DFE61BC1BA9C2440F0BF86CA16C183DD053E;8754BA4F40FBB79D337B392CD0695C16486A7EE45540DAC407A7AC7BF33ED31B;55
29;11088855C9462C28A2BB58F46F6F480861105622E920A1C618F471EB358A5BDA;C826C0C4BF6C57F1AAF1078D635C35B88D6180EE9D650FC4CF695A04FEE32105;207249F79D02F3A7323D78B6F6D207D44C70BEF87D8DC5BBC5387AF3D5BC7710;69
30;B5E868B9AC801102FF477399C9BC21E900F911F48F045D96469CAE8644230113;76176ECB9515219118C4730FEAB68DD8516276BA8B56C5BF4DA1A771D2D17D7A;90CB78702A380E97337400A17500C0FB171D2A5CA03DB7EB2FB22CA38CE83FFD;56
31;AFD06135BB7987AAB057294BD95B5F0F252E5BBF9FABDBFC61CC9943111528D0;5427706D66B46D31D629BA8806CEE26D3ACDCCB11AB916AFB162FE668E92EEE1;D2BB5F332130EE68E41B5A3D19D565F52740A728273B024CAF3FA7BD2E24BFA4;70
32;901A2E933B44950640598D77ACE7BEF06DEBFBAE6EFA1C5DAEC952D382A98BD7;FC157FD86E5C3357307FD6229DECA84F82D21866E2B5B688F2296A713C67A72F;1BF257B449FF0C39BBE857406B22FA29916DE4CC14CB57BA019882CA114AF93C;56
33;D94576005ADB06D2A00DD8E71F162BCFEB866A4A49EF9EACAF1B9FF34BA26E5C;2F9CCCCFE1250D447662E49A88AF09F456779014BDE6659E225AB40157868CA7;1ADADA1ABED1AF79E226C2B66E3A5ABA1AE1585DCD5AE4F21DC921D55491D3B0;71
34;5538C596D08D32DD56217127871926D7D11B6D8743E1BEC392DA257BA0DB2E52;D29DC66DC3457B069D09201425B2CF94D904F5599126CA949EFB8DBF3EED6813;9DDC479EFBD18770B23A3CE029330548910B9C8BB7DF0B73E42560DBC83ED1C7;56
35;7C16A51637402BDDFFA69AA69E706B1B1F6EE9F997C662BC15B514F4ABEA366A;9857EB172C440248B9BD1D5DB7FDA1F98A108B4B96A642F6E8543A844685BF47;843CECA1E3DF1DBAC3042FFD4637BE9D0CFBBE26401E48C40C8C8DE153A02F5F;65
36;93A57EDD3D8DA6FD1FE12AA17E0AA9EF023A0EB5C261256C3AEDDC88C33534E8;5869BEFCAA7137BE033662BF7786FC251C6D210597A279197284F77A909A6B71;13949D6834A650693A5CF9BE6C2DB781E385DEA92FAA4C8F491E0E61AE43E074;55
37;2011334DF4F3739E458BD1AA930A6CCF09BF363C2D6866C87BB4E1F733A53545;B4B29A60F95D28C24FF862B3BD0AA31F632202A13106C6CD83AD8207F70442D0;63A77488A8750366A9D47FC83A598824491799D93986ECD4C4AAAB5676967A53;67
38;BE8700B66C08A48474A2EF9D45120E75EB2036D2345CF075BF5E94123C51305E;E9B64533EA314BB4205983BF7BC0D4DE84978687D125F4B2D0747742D2CB2FF4;640AB30C0E9A0F24CA703DAB0F53C809D8B0D913F170582EA92E0FF5DFA50BF1;55
39;19760DBFCB1C94A5F9450D5E8AC8954F9F27778E87B70355CDF2C583DD3BF443;32B89D8B52DAEB28BE736C5EE07E64DCC1198FCF47D2A7B5F91FACF0D54A4165;770A58A36177DF3BA460D7B4F25EC2DC80ECA655C7DE3D1E76836AC146C02842;71
40;8928634AD76AC7FF24A6C16838DDEBD0FC0EB258E1A6B568AB4882E4E24786A0;8CCFAAD39C54E960BEB701982C3363ED14DAAED25460655699A5D87254129CE0;32091B85668D406F1F48B2584CAE502409C676F53228E0F751D1F2797D959EEF;56
41;3139BFC3C11A89A2D34689D1B61044BB9CA0464AA9EC89FFC7CA2D7A025E0033;D076CAA5B0712B3AF7FC823A99FB9035C06BAEB04190AE65A70A2682DBA03D2B;F522B87FFA62C737D80CE29E0F9ECCFA89B30F906ED2F82E9979FD39FB037168;65
42;6DB7A05C11DB01E7321AE0127D9CEE02405A4071DD7753BCCBC96DEC75993810;DE6FBE6C465867E754BBEDE0F7444E694D9B472AFB76AD93281596437C770B0B;AA2BA8E86515DED4DA92916D061220E5690D1F883849B31D9F12CF4D3E892B91;56
43;7F5AAFC6EAC0DC72EC4C921D3027ECF6E506C3253DDFD331BFADB4C61307CC9A;9D48A6CBEE223AD405676A6F6644A8D113735B14BEEA37067B905DC98FC8A8E6;444B7159589FFFB5866D7B95FCF15AE098FC9B9F10F5B6118872F79D4D85408F;66
44;CB24DDE6C00ADF3314B39C65DFAF7E4E66CD7C4DF49675D3507AD76DBD631607;47D3EB81052AE619091AF54DCD90CB1349F2E57CAD5A411222A1490EA4CCA867;6D52B40911E40F07577978611A7757B945EB1AE21CAB092407D633F84A3BCD8C;57
45;0D73170C03952C00AA2ED05DBFE52B515A06B536D6D3CAD39471A9134206EF03;4DAF8220C3D4B983BFCE21C6436C39E9EEE131DAD7854707DC909D21527F2B73;5EC3A6F7793E09ABE575ECADA864857039354B74679E6606D607EC6CAABE0EE8;69
46;9EABA5A0099BC5FAE301C7314EDB134C95A5334CB827F3EC7972FCA4A0BE73E6;F22809B7F66F40EC2A5639AA8FEB9A50C0943801C582F296F7D6EEE6C5B70226;D0099BD0340622E538493A3766C2B56829F50B10AA3DF989A1F69BC5205E6298;56
47;F52ACA9BD384C83C09B45FE84404D7488ED1739EB6042B13AC1A9D50A7FB5999;68D81490C43528F26A9A3EE9B8E91458AE1279DDE3B25ACCF233CA9B37876D60;0BE83019B06420E6E048A31300A5482075425563D8B5AA8346C7C9A9F2C132F5;73
48;BD952CD2AE76E8DA223424EC2D902FA23D6D431E7151FD3FC16DDE5CFC065A3C;FFF3D74D3EB3D4504670EBBF1A89F6C243BAA6B62686988F9B3D0C27EDCA28E5;E575CFB4D8206C1DBD4C0F77C23CD7BF4C5B6C321A241A3BBB634A699526358B;55
49;A7B497994869610112B49A7F731826331C801522A98709DEB41FA069E88B15AB;5BDF22ADE99DE0E214A31A4189590F63A2B5DC41D8D0753E2FF2FCA9EB473D2A;47729E687F441C0FA40D2E6FE496E6C5F5B5C7CF6415C82232A3C1CCA2252B9C;71
50;74BB9C9494A5D804A9723E433518B7805EA7FFF77B046761588384D4ACE55338;C37FFE31CBBCEA54B7632EE08F8331FD135B3B93B893846D3A1C76C33A3B286A;6A3444AD2001304250D06D22703F89D8C5BF8A000CEB24D6FDECCC37A4DB1B46;56
51;57C40B96532A4919B963F410C1B850FF9B1E9CCDF333C4AF6BC938BC7E62D722;99E2C3CA279457103A2478E9115073B7B840E4DC6945319BB2A5261799962FB9;F7031D459E7780D241D8A6975FEEF3682FCFCC6EAE5AD7492E4AFF4771C2282B;65
52;A0987409532A9BFDC456892482405C49F2EE797E8584843F58AE6A9E37ACBAA9;5717A3F4E494C4EC733EEE2C4ECD3A2239D32F42C1F3CC719DC1C682FAEFF0B3;B01CDDA604E0AF96339E6801E6728575D5AFEB7AAFDBBF7EDBB0E1C93261ED73;57
53;CDBA5ECC2E536DD8376B381E2EF74C59714571E087E4A1DDC4E85282EA0CDA0A;8D1AA0CA3199987F7567A6F7446573296F08FBB93033A9A1E091C705384706A5;CD543D3196796481DB860779FFB1DFA779B2EE448615FCDCF76272487AB40455;64
54;8D2887565C1060583510A1E6E2004C9548AEBB5EB8BB91BB943AA0689C0A28BD;96A91E9542889511851082DF6CFBFDED0C963C73F5DD5260D8631F53362B6B73;211A5080514FE750E502A645BED9E4953BA237C70C659C9FDD9681BFF1AC310F;56
55;E6C07C18DF90DC79E5C425050E12345BA1DA41CE91DF3341A4F4D8A8F3665C9C;E4C8F374F7813602F48AD5355CE966ACF982ADBF1A66F502D5A3187654A9B2D4;E45725813E7EFED0CE7BE8ED6D538833D49E4496457FD55F754B945BC3A7E6F1;68
56;86F16370E0F446598F3DB31B540392423A0E3E5B0BF2083D6AA0604BBFB40302;5096062C457435972215A16A2952CDF7837C1153C4184A739A71FF7D4B3AC379;80A3A8E5209592C53B5F84B9C3E75179AC14448795F60F2AFB6EFB1E01536242;55
57;69BF95177AFBD1A2709971AEDD0135C674CEFF4E68876F3DF7935AE78623DF0F;5F17E7D7BCBB3EB9860F00AC8768E8FDF2C34123AAC33A3ABF2123F7A4BD496B;411859F79BF899A108BFC2D885E1F1948F4F31EF9743F60289440CFAABBAC5F8;69
58;17C83B3C041219C569081EE13CCE7E94CA851A244D81667D539D8F9FE716654D;C88AA693E9BD8289BC82385D9983FD71AF0F8EF0F88725F4A051DB374B4B9B3B;D9DBF32003945AFAE7ECC56160BB05BF83EE3FD8E0A971E47E2C4755AF95FDBE;56
59;2F97EEDE2F3A6BF8C17DFCBECD70075FF9C1CF5226DEED63B6AA52E49222E71C;F9B48ED00216E38BC3305191F9DABEC6B5BC7C0E68A6E1E9173A37DE3CF41E11;489033F21EB7CA6893F9FFB7DD4443EA5B50EC3DCD50FA8F835CB912028E3D65;66
60;6A4BEB6318E4CBAF1E8684B2F1310080A3A1426AD082898D4DD937F79212FF9E;1391DE19F0A7A505EB17181B6082CAA4EC183AF80E2BF086F9F15BB0364A291C;54242C8DDBC5ADF63D2593E32CCC5E456DD2701412A55F16A74A286E2B032E6B;55
61;75AF7251B9A98A5CDF06E755C610AE0F759DB2FFCDF8AB375D10A95DA0DF0691;01A06F9AAC2767D6257BD7402945BDE976466D571ED693CA5E6154FCE4ED7972;A1FFA9C04F50AD33F5C57783D9D814D9C034F2E21B4412687946EFBCC269BB61;69
62;16C8C8AC02B48D34B7AFDE92277204CAEA9FFC77A9A27BEC3ACA613779BF8E13;61302C549CFD1866DEE78828B418C345C447E4001AF80367FEA6B49D92CEF5D5;134BB864943977685621179B8270D4F487A0B0E0E6B8E054550FBA021D3510B6;57
63;76611431C1CEF83F5D410DAA771118E9E54D14BEE2C086AFDDD4C59F795A157B;1EDAB1EF49B118F3A20CB2364291107815EBC986260483A55CDFF87AA4846994;194578A34931078D13E68D69BB3DBD737683EA2080A49F0DF180532218FD966F;69
64;DAB0EAFFDF069D529D0736589C8A8AF40BF051BF9D7F751DA77B547D3D0FC023;5CEEA1A088A9C1753504FA04CF372D49BE9592886FF75983EAB70B4BB8A6F854;78A163A465C09D1BEAE905EAA7395389FFFE16214647712B623EA964C084E135;55
65;85FCE37A1069DABB729885F527538B9C5DBC0441139677C390E6411B59D522DD;86E77EF4A0FD0EE3FBA96487F871F5167EDFFA762F43A9D1F66044FB04B1A68F;AEF021864A0928DAF666C3358A5117261DBD47B02A87A4E606E63C4B499E7A20;69
66;A4C900574EA4DFEF5B46764D03B3B2C94FE3EB0D3FA79C7BF8A0530B6CE3A56B;05E691F26233124F0A9AA513A88E015298113048D50AB0AEF9134AFE930A3408;6C253ACC6EE2233E9D28A96B72BFA0D124812B88C3E4E654D07E5B315FF11A37;56
67;9D381C4025295BFF8413C471BB48B7520FF0388ED5667901A99BB4DF6E4E439F;5DB140B1C4121481FADD4418579290107E3E4C5FEC708F2835880A03A670BBBA;4B014A5C1CF17140C0580CBFF41854AA93B366593C473E0B68A9C2A685F5744A;70
68;59E25A2228DFB706CE9FB15C568B63764F0E2D9E4CE26CA86C352CBAC5C05300;75E428B5F4D351B236713C4592407FCF55D2F3856975ABE6EE09C5C0DA5D3E51;3CDCFEEF9342D60749313D30F8687E8C6731C4C75AC6EA53E8090206AC905CBE;56
69;2FF11F8EA4F9FD2A580F8EFD3AD6B343A9A1A80662507467F72A7F88EBB51449;D455C5C7418F55D9B3830A258DC56E4FDD4151C8A264522CD3D141014132DF97;5DD6BE4B3A2635C15C067F9BFABCE9F7EA4032883B627C443790AD195812B470;67
70;F11F689BA4FEEF3B29C56CC2EEFAF2EDC0E2095D303824B227B1CD03DE0D29C8;3F0B270794FFCF1A9D6DA2645033959B8295516D31B11B20D51312962094EDD2;63806424B3E0DB50AC06796D91AFD3661DC778343F5CDBF1B0E1D820D367F6C2;56
71;F27FEA4A34AC5CECEF856B5790C6857B646B444B67E0ADACBFDBBA46D6773A87;454874173DD750689A524693D8651C208C11E829822DEBF33F2E005AC8D4FA8D;448F1D39095A7033D7A08E1FF0489FAA6DE531FA7360F8ED13180AE391B430A4;73
72;C2431BB621501450B7EA0D9C3922C2E4CF2941C0FC06193AF1537598AD81BF1A;34BA4EFBC6920A3697A6D5429B65EB6755DEF1987F6A03750FEE67DF4606CF1B;66B3F04DFEEA0AC1B7044FC7C059AB86CCF4497C23BE362E4A6914C3947DDE14;56
73;75AA2E283BA4510F75C5AC551EF6956198243A9A26A2C79D7013A1404A25A704;EF07F2FC0FB42219FA225F80D2BE93845441FF7E0140BD6173C6D9237544B25F;5B708EFE2DC95226D9E25CB97A2CD4F03383A0C963330E8EA5AA3D23D320052B;66
74;43620B81C5F38675927085E113B0A7DF584C5264945237923496D276655CDFCA;7F181B0182E4FFB3810F3E7B96A688D9AB42A3BFB788FD88036D9DF148D07604;316CC6B946FAEBD6D3EB8C391C8848F75FE4A85C23D7575AB35BF005AEDA9BD7;55
75;1A1F93F97EA62E543ED9284FC9598E9071936394DE834F2A310F01ADD12A06D0;230083E497B53BE9E0D593942F4008123E842B3C8FD4C8DC555E80FE521D3F37;2C1B3F611656CE27D1EDEDAE1A79099A0F8D325E9D9079DF5290BE7D6C5B50AD;69
76;0227352E1B24275A1BB7416613624144182983715933CF3ABC6CDBC4C525C32E;8CE962EF630BBA7C4DC1516013E49B1A661619AF39AADC9518F5AE111AE2EA0D;94215BEE2E611F2627102E502269FD5F1ADB7A3261E23BF75BB50ECE46CC21DF;56
77;4026B69B3DF9DDC691428DC330B1DF052639A1B37D12751D67D137C110EE559D;D4539DD7FE959E01B0FDC142C943DDC66C5A6EFA6E71ABFB4132966A02B857C3;CB5F7589AFF26D43F846E8190C3B0FEF5B6F6BCFCF9DA4769DD0359CC333B43F;66
78;103BAA683CD3AF628A3661F65911D0C7E34A95B1844D2BE6D2C9CAFC5E2B7D67;FBB6D672D8DABF4AA3BB85CB41216E8758E66C0920E5C230C0D38980A9B7F480;4D2A4F585A7D90D922B196D54A7BA59A19FD4C542BAA4FE11D331CA7BD1F524C;56
79;ED3311E7349ECBF3FC48BCE4127C26DF7180B5CC8D0B08F5E919702375C4AF62;4DA62A1E38FA0C420220C60073DF6E74BE6996DAA2739D2F57E83D0BB17DE530;9E9B4D68B73DDA3DF747B74ABFDB8E048D5640108E9B57FE398F974A3F1CAFA8;70
80;4E106F56BB10E2BB962F4E2DC946DF1DA676D4431110D33E966367E62797FAFD;63BD776216381C3714FEB65BB1D5AA307DDF13038018D2D1A0F13C1CBC499992;71D87D7E22D3E0277605914BA9A4A508C587FBF3BE2FF6CC7CF537ADAF892BC7;56
81;8BE495FB53D577A83AE4F942A27A2BBA60471DD98E51EA9F1ADABE0AC88446FD;BC761BFA9D811E118CEFB804A34E7911464805219826A1E73D58BB39009C2048;F861BF1B24FB18AB127B3DDC07BE0ECFD9C0771575FFB649B8888DCD093E348D;73
82;B79F268CCB4A28E3549E50F7B43524A40B3C5A67EE6F826D248B5448406433B7;449F816C6161319055192E82792BC174265624645153C33DC6308D4B012E2425;5EA23A6E72215A6FD38DCA34105E6A409F0D2EEFD6ED886FF316208A56DA4FDF;56
83;B14A93DE6B4F8AEA86D8FCA16A6D38F2B2E11CD60723011E83F2E151760AC610;CA236B34EC7111FFCDCD27A370AF83D34C7739A9BD74CF99D73184EE73A6F01E;D1C7418978B4F9B58E1E26E94A1A496A709530F7A9B642623E74397370E2519B;74
84;34DF70882B5773738AAAE33E0152C76312576E55075CD83E531B110AD7E86B61;9D667E699A0A1EA6BBBA277793092EA0F9624D567F1CAFC5FD813D6C71CEADD2;8A944D1B366758329F94618890B456A033024B286F8AB1D9B704DD2FCA56F3CD;56
85;5D96EF4B7E9C0BE1AA222E893885066D12E520F7D5A0A65C9A07BE00C7A9D4CA;AA0C77C6A3FA0BF4A7DE698617F671B4239F5D82A4D5F997227B9ED1F189AB13;4B11605E725F081C54919D9269935208C3EE2F7BF450AA31BCEAAE0F3C9FC6F9;73
86;808168114304508F559C129926787C445C53ACFEF237B979FD338E3B2688E8F6;2C7D60ECA7D19755EE7BCF009C7725CE175C646B03ECB66F173F1803283C0FDD;A40987FC6D271E375AEC3D45BA904B599DE9E2BBAA6ED7E2E872B7D40C5D99B7;55
87;84F9FD9D44C9FA67ECD577E5E5C006F6DAB2C1594BBCB99FBB6730795DC63C74;AD1CA27250738A2A7437E1FB611D3DF377102C5B35319F530AB30D185F992132;7C29ACBDB445ED43DE981DE81393D178F232845E7456305892E0BC7628485D5F;66
88;E1EDC14A5F2DAEB2180DA451752C5AB137EE832D44951352D1AF2497EEB6034D;BCBEAAB311F4373FEAC30AFE0270DB769B2D10C696F7F1BDCFA460AF8FF9DE33;74C877A14414E0DAB7911F06AA8E701BF1B148D444B35D23FEBAE8B71CA8ACCC;57
89;8D100491C276AC19E6D161ACE9220E5100368021EE04F66273D07240EC3FFB19;60E1A51C8D3B4647C64C64D5CDFC4A55A90F6F5DC591DEDF4B64D8DED69664F7;39C563B4F56349C2597DCF1CD73A64327DBA69023DBF5CC930271DC6723AD676;66
90;52478D41EC8355AE3DA9CE2E33EDBB6A4B8C97CD5C900DB4CFAB9D2F17EED22D;4CBBB27EFC5A750D65E12176A9123E9346570140B8B09E2FB0EFDEC486498193;0A0190430C4D8D7435B83125378B2CFCEB20383E02D4369BB8050C6DC2E76B92;56
91;6FAE2A83E4C247C4A5218FE1E9B1C7FEF10A3460CD84130C25F06927717D56A7;0A9109D8E609D6260FA2B40A8052DD84DB003D4363131DD98E2DAF63C5CE03EA;DE32DCE54C7C1297A8D19DFABE4185B032E75F9444A2A9302550318B3E606DDE;68
92;8C06F8A9F1DA6353B1D6607733CB6E429A493E5FA83B5256A545F69584C8C4A0;AF4D935D86CCD2F73FC2A444B851DDDF9A2F767C7DF90C8D8F99D27C2F80B69B;F589A92DB18324FE0D77A7E2AB8F7DC6383026DEB7432143D59454EF28F66CA8;56
93;0EC772BFA8CAF04E08FAB82A200B367EE732BA1C4DAF03461CED748E1C54D14B;5FEB27B532D2A0A82F44C39B0B7B84EE463141CF690868D4AD42E8FE9DD1AE87;595FEA42B9E4AB860461A81859385AF535F868D10D607C5B9A6C5EA625F58420;70
94;4813BDE660658A0966EE66660430F972EFEA6FCA607F8EE634764FCD8DAB59CC;23CF704A850353189FA17887F850EDA2DFE2C8CB146FB69482E0DEB100E8D905;91794543C441C42C792DCA7B68F9A6149B725860D86DDADC9E5C07CC11AD557D;56
95;667996733FAB1D08B1AB455212E57809210A94C4DFB45A72F6110C0B48CBBE1E;413B2C94868C8A7BDC4A0D73CE7BBEBF481678B0C3A835B52D6803EFECD4039F;DB3104325029BF2271030B2B0ADE6DCE3548FB83D989AE8DC8C95F30086FFA5E;55
96;464FC6E9CFA877BE526AA1BE47F620594B1DE891FE7CF6566A5D0F82143199AE;C3311A78BFFD63964AEDF2359DEB08E5B88DA7655608818A41954F03FD9BABC0;7B48CDC2619A556040559BC61A43864BB5F90E52400FD2B11B0C557E203185F0;56
97;A55AF70E3287B797C0517272FE9B30700E6A1E559D13EB5C91B3DC5BCD2501A7;B6CB41172D1F195A383958491FC46922FBEECE3B80DA7BA4661099BDD339055B;B679FC0F1F28594022AADEBA61E469253770166DCB5B78982CA1097487C2B192;56
98;1958F86555673F2BDC3CF493698E020BC5C6E97AEC73982A766115FD65821885;C376596B32B07990736D34AD8E72DC5B412A60F8C0EEDE0E9902CE8758937F08;6606B72DB3D84369E4045FF70FE43922CE75759442DEE656C4624E7FB599D3A5;59
99;8DA302511A9437471A8D8167CF8EED639733B7FD84AEA769123896B37BE75C7F;97328ED814A558DEE128E7881C5CBDE97E3CE38E9D4861CD02138B0EFF32B381;939CD8B2C929A0DCF2489CFF266A561EBC258E244AEDFB5B134B9EA722F11D21;56
100;D9321F4DD6FBC0F65A7A8AE3E0DE546229B68F382638918347DE588705D55093;65A29F677FE735FF833CD164F2103F847DDD9CFD6F7BA0D8D9AE6D4E9EFA9F25;22D1C49BD92682155060E3586EE38A06465FBF6E8065B669EECDCCB071C94661;69
