id;n;e;p;q;d;t
10;BD1F96DADC433025A5761F4BD376F3579E41788AF11BB20E4028490418F527B20D0C6F0D6B7698C9A6E7CBC1F9AAE8F8AED0B187355F633CBE9D1DE7C551B07A9E78F3F7ECA914248555BEA0A31BF377D2960A3CE25A45595AE0A1F6898172801F736C4C945FF0787B7E02ACB2559FA13F09F3287485DFCCED4821ED63E7560D04798976F41E052843398B5E5227E8BF9EDC2204179E74B964F4C754ED20233DEBAA820A16CECF38F744498DF60584B4BC25B016BEC55E6CF28145EEC71F04F36D5224DC0F7330BE438B7737499D8E5B81A0A7CF7F2F6CF9AB15E605E242790A1DA50B30675814CAEBD5DA1BB51610A4E95DDC52E5E6A741187F86CBFA4A5EA1;010001;F562CC7FEAE1FAE3B379CE2FE17D756DDA7E0E7A2EC2B3CF819B60E2398249A3CA4D42EAB3559D3E254BDBB798885702FE62F2A859421892F263ACBF452FA67DD280906CB6F18B8580B9181F09C7B3A4A2E447F05EA05C8BEDCF44B4332EB23813BB30DBBA1F31ACE9646574BBCE83E6212E0C05F59F65BDF6DAD61C72541455; ; ;9564
11;C96F1620D2AF4B69F0B1C14C8B978677474576FF83F9924C59752C55D59C24E67F10B396715C0AD5E1E727E750CCEA7B8AA61CF09CF69C5B4901456E39FEFF3BBC4E0EA0D0BE3BDD133D57944ADB4C314560155EC281A0E98662BD02697CA87024C18DA6408484979FD1CB982D11BC266ED4FB133F611004E7513890184C4D1887A80D978EA509F5CD7C9A9454A432258A99C5B06B42B4F4B02A9615CAB1934A0EEB40140CFC7C3FD7E4BEA730E55D9B6FF2F1E0673F7566ED3E15B5F39C9EE97CD070E11A40000FDE286A871EA527B7656B54DFD5DDD09B853BE03B42F5551C10D27BE809BB80B387B00E180DE7476E3EF742D719A21BD3319372A188C36BCB;010001;EC5F154B3CF91F09971A48A7E964FC610151E1EC3CEF8B513199366F89B1B98328093B199E6C49E1B80DC8F652FE7BF39A5A52B7E9B19942E1FC710F9A8906C9D75C6D2516F43AA2FF4DA474360A994292E6A2169723903C3CD3990C9BD24AD956CA3EA4D5865049321E98C7118DD40F12F0080EC269643E7506023DD5E55413; ; ;8053
12;ADA0D5779CED4B0862DA84E009F575002A6CED16B273A7B9A60C941ABC6E25E8CCFF29B59E94558BFD95115116A3ADB24E4E83B089088CF56F74AF166ABBB51DDE1E8352C82C32CFCDAFE1843DE285805A0D0D9A774E4CEE8BC120436FA156333AE332D7DCCB6E32C7D3FF6A691C34E08CAC9E677B429EE9324AB7ADF2E6CCFA74EA4C2492D164E7D19F28A7DC9CD540E0AB9DE5FEC5B9A1AF37CFEAB19304557CF47D87D38331AB691EE5E38D9827831DC177AB4AF8903A8BF1948C31A5EAA47101D59EAB8813EE5264212919C177E38A9999CCBCA11C294EFF2DCAE6CB48C1123171E75CEFFB433D7CCCF01E062F01E0139DA265D492BF51E3B8A6E6DA9981;010001;E0B38C5801098EC96DEFB98C1BA3AEA1B5BE349D101CF3E0710F0EB53E4A63D4C9E3000C2C1ED38652640D30F36DD70FBF8F7651628788704B97529F8C7F32145831C87A5990B69C7BFFE2FA8DE1D313F8421279C9D6B561F9E54BC915563AACB4AA585FDBF7E71F7CD1927CA0C2F3FC8678E73EAC22486CCB2A2326E5B72B49; ; ;3008
13;B40CEB39762B1EEDF5EFE49074E94DB896A2E5819F98D78BEA64C5439C760AB18269B3F4055E5F2064191168538D74EB10A95DC63D56CAC9638D4FC59F6DEDC0DAF0D10BE3992D18E94F700DE96E83B4937FAA3650C44B8B4BB14C6F331A797B16B0C46F38F583B50974CB44075282C7BEA46BF2E4F73DCF71451440C4DC9A3B9351356E7900CEF95D5A104817E3535074E9DC7C9BD74BBE90AFC2B3B64E765C316AE7CE27D48271FDB91275232FCFD908C3070721416500222E48053D68BD048F65C983FDEB57BDCC70B61C7503F05D224A94AD228320A4F2D65A7EA211B33A8A618868C4142BB49ED5DE17DB5054AB23CF677348CFD4559F16EFEB22838C1D;010001;E21CD0F454A672D11CBEA25C4FB24F493814CDA6CB18D46B1B82F76433FE60DEF041BA9C96055EBB8CE6EF235C7E9207A9754F8DC85BE725007308ECA711D17BCF5D4E0D8A0DB24B3A037F3ABE49B6415A243A587D7287EEABB8D2632D71BE566353E177F6FE490C7FE831A21CADA5A1B942B9C0BEC1B17140D377D23B62A8AD; ; ;2848
14;BEA421782AF54EF89449F95FF1C51B965FF777DEB4F0A476823DDFC861028B8A368D79E8592D3AD58A85E451EAEE293807741AF15137B541EA681BEBFAF12DB70363965B3B706CF1A7E9E3ABA2B637E54274058188A296BDEA91E628916C1EA0E5E1F76967291152FEA5B10B5461FAE6BF24DEA197BCE16E738CC882CD65C201FF36A09EB8228CFF7F7F55AE792338D8A5C599EEE9B5204EE872E0DDC0EADB31143DB1784CB395A4F1CE9FEF7A29EA087F1EDCA93560CBD1924E0B08AF36FEB2EA8E44FC2877C1F097CA6A72D210BE2A78374C7B2B0C6CCF51FE8EAB72676DDE6DC1F712BEF4DE0A50240EFAB4F1B1C3435A702A07C0C1D4AC757FC24CB1B035;010001;FD243E4B99ABF1E0739C0538B6EA5ACEDB80A92BF314CB1E4332906A7D5C9AED4D97C62145ACA215AF04A2938E317BBDD36EC8009ABF255220B6B0DF07971C1C3B7CCDC0E5C7FA513C16D873A3445B91ED7A17D1F74D7A0EE0882C9E7F4D5D3B61A710D817FD0EE238E7F8E34435F88006BA0B58A716A5F91EA5FC76A3782D7F; ; ;7436
15;BEFC76A53FA16258B54B7D97B07B81B3A1092390D0F9DDEEDD083EE109799D4C8AD4E766E88CC1BB62AF8CA53355F4EFD23E0D3F4FB8537FFD04C76742AEA2A3E3ACA64D39030A86588F1A98008288FC81002725CC2542C9AC602DFA02AD7C629A2767239E10E480FA77EC88AAA2A47B274B32191E60FC6F23F5EC7B921F3247C5ECC0FF96B2951285B2AAB3EAAF0F16679C81C38095F87495C5DE2F49018690F2C0BDED42C00ED9926C2AA957F6363EE58205DE0C1DAB90E0377458290765FB154B5BFC387E3C8CACCA3CA8738AA736702489A8F2076AACBD4445C542848BE7783717BD9D8811781E2F0CDD4365FE63CB073105DE76732DB17AC24FCE00A3B5;010001;E8FFE841A426ACFBEEA85238EA1EBAD764FA564F80FFDC00BDC3A1802C230B9988D6FCE2F0E100FE40DE9282361D5ACEF44A0E1C69753B6A25E190D99500C1E64115259422ED3E8D7535115F0E0D4EF284B11A764DA5319020B336BC951FD6482B7079C0AE6E787B97839C861CE399E07D94C4329124CAB08878F566F0FEAAEB; ; ;6096
16;C845E9889B13033C853D22BFED47032744EB6F239F2F09EBCEFE195CB0BBF62AA1454B6A3D6053F0CD5C8475D3CF47EEF53219DF661A818CBC4CD4D553790B6B2E1BDA519D0B88116F75CF1C35130FF6B1B6289200BB45359740B11C417EB6E49D51BC416ECE5F35D456B5E85EB920C88F70805F41ABB2D1C43F190880401B7571B3E5F354F5539344C8F998EF2DA6F9B626CA13A6CE8CB884693C7D727252F494E5999CDAF83C7230647585E8E4E52B03F69A370F1132678FDBB9E8D2081028A9074FBEAD3A7217921D062726714277750C11449CC55FF2B652B94CCD4F6EBDF792C9977032896DC2AEBD6321307C10E158BCCFB5F083BD7D1D6ECC29FD2EB7;010001;FAB06338AA6B702E2BC01F9C1050F4F66E493D449717B545D70B4DCEA07AEA7556AABE5AA6E2C6A599FA10106AE84B2B095AC40308B031ECBDF13FF534B16129C5DAC07F88A9BB51C0ABB32508595530977B07931FC5D08CCD2B4A8D92F9F142EAE68F153E9C005A85ED14D2E6D940CD87B904D1B0DC7823683309D429C03C3F; ; ;7933
17;F11EAC1B46D93952E13AB85CBB496BE4F3AEC5C7027608B4F063C58531E2849170800F0A3A9A66A7D619CFFA143C65E41EC14D3609432F9210C58A8B74AD78775CA326E216758B35F92D8F94FDE5E0E7E85DF9D6FDA9279C46C62E085662FB3AB6B6B5F0974E645B76327DB4196A979330BC21B88D3FB487FEB6CF285639E0F3D38DBE85EB98BF32E1FB5B00C15FC6183D38BE911D98522C162E9D3ECC9B1E4EDBB96F1EBBC1F6A68766918AE693BDC3D76D0231DF3C0FA7D7555BE42E212912523C724CDFF1089AEC64F0247BEF0C50892651321A6602708B85C35A19738153BD4B08EEC077FDA455C625C8030ADCBE74E8E6B6DC4B2260DDD7239394F55E6F;010001;F8B0C978A6B898999DEF93CFDC1E49361C926A6311AB90EF02A444ACE1CDADF542F37309C424345C66DB1D7F477DF102EBFFEAA84405138229255E9C8060AE3631F6F4F2700962C13C54FF610326A8A849C519EA3B173B5B7C5AC8960E57DAC9052287CF217B85448739E2F5AB41423DED21EDA07060ECD7967349349EA788D1; ; ;10572
18;BE925E098CA4D5FB812BFE9C912C8246FF73C4067C33276B0918D38C540FA160A56246B9D04E20E43449A917312B93E0833FF4199DC294729377023CBD12E3F6FAC3729FAB651B5518917CE1488BE259620AC6A0200559FB21ADAD248A6AF3A9EBBD1BFEF4A80F4535ED38171230F9B42D991999866151980E83E3D4A5348C64ED28DF4BCA1B434BE9306E143728CC30DA22D7BEC9B4DABFDAB05D1F677E7F33B239F7F531E94F5D90FA9EEDD7CBF64DE70E736600EDD4B83AA4EBF6C21570D596CACCCB7F158DC730C18ED89D05C71E00767F2F8E0BBD09A325F193E1393F85E0F115A1BD3DC0FD97B0EFC5CCB0F5C2B08795B32B713C8FA37B0A1F318F6473;010001;F0F9A3A2F8E99FC6F0A3F9B880BE466B224896D5BE3FFACE29C232C052F867EAA7DB6F4E4DFA68D1F1798A7362CFE587FBE11BAE7C584AA8F35D9330E8FA382716386E7D17A22CA2BDBF579CD77B54E0D9135E4CA327223CDF64CA9FD672A640B8F859B4C266301ABEA951BA3E3777D2FB290B2E4CED31D9F15FCB578D7CE573; ; ;4032
19;C7A1CA79FB65EBA30A5CB7A01A1A3F3DE30E23B95067B6A03F9F0A8F4D89D5C4088FF743B0C41107D5D34EAC1E482CBEE5977093FC5B40098BCA5EE53B72C28A5402432567C571836F9D3E173B700D117A87463D002C0D29E58740A641D24E794941CE70A36863EA30829B85D45EBEEB668BD15DD54BF81381ECB306B1436D69AE151BFC5837B1B701EC54E89208112883B81DEC4883AF8DDC706EC3AB46130773BFFFC117D5CD582C010EF52C87D7969791F25DDB4499B875959E3AE9DD28CEA5750456B918C8CB88BE3BABDF9690AE95EA8C8CFD1C3208DE6A6B9F789C4C2F1AF8481D4029F97B659CFDB7155007AEFDCA9D985FEFDF9B1551D683FDBCB84F;010001;EE86200E132C8BAFB48C178E61A4A2DADDDDDF6F0AEA5288182A3A6F1BA0971F36663E3E3DDCE23F8A92BC8A33D2A9C82294A9DF96030C8BF74191A4E19C47B04477F70FA57076E8A84D194309260EFBF89EB777E1794B49763641C492AE447D7A72B84A73B80D836D1353853FCD961AB77361E0C86EB571C49CA255D632E82F; ; ;3681
20;C1A8F1D3BF0C8A64928080700A75F71B04CC5ADC35852A74F93A397183B5EE7CCC0C460572D3B334382516EBEBB8DCA7C49C058C50492EC55F9C5C8CAB1D26CB52E809DE42405E2F39E6664E27B552AA58068B9A7D11B804A7AB9784D0D68F2EAEBB5865C03ED3021D294E8A9E48381BAF4DEF54758872DB8DA12F5570889DFAA366CB16A83408B21ED7451FC573693FCE36C21C8658D54177C7B14563713E7681CDDA4E3187E6E646836E1285D7A38B25A18B36168C930DDD9F9457638D3BF2706E57A58AA860703A066ED37D163690306183293AFCDFB836725B3199A79FFAFC17C0CF039207CFF0658F117283A54225FE5C4DD7C60F53BCC071FB2C360EF9;010001;F2CF463967D064249C413BEE4DFE09BEEB8733A93F6D5A4F7D4CA50CE16A86C93A1A47B8676A999C162430215D6AB494511782541C4162F8580AFE88B979DF8ED2CDE6D87601563CF7DE6974D5617D1C72ED2D10CF06FE37BB9764446D0D3C607B247E7A6F3D9BF13B68A0BCDB355F81180DF21840976FC4D4FF32B3A7B55867; ; ;5196
21;CD2587A5328933BDFF4EB87BDDA9A9C642B2297790F9D320ABC3F919C192E8F4BD465B4852B7FFB0C8C00511CB9D19D82489B900FF83A87B47A1C35F899493E81088EB24287FB12BA43479951F77222CFF2FC38F78E39532068027F0AFA70EDDB7022F2E2C97C7F94A8903A0CB66583960D51F6C24B0456857822FEA8E48801990B9A3EDBD6226BF787A9964A783EE6D48DF422B734DD126294AAA92018A3FA0F103B13451E67C3149AF4970851EDD6545BE8BF224A0490190597B9E2E381C99DE5C435397C747E89037C92EDEFBCC07BA57BAE473FBA53C65B2035031D0035EFF5AFCCDA87D9EBB7AA17976DA0468CA3CAB1FACCE8064416584F9286844C0F5;010001;F2EA08382F6F5F7C751AC5548AE3201455714DC48415DE9E3F583AA813647DC305267CE2EC4D7C2572BAC740F064657020E4FAA7DDD6FC263DEEDB94D95912F404023B25A6E9ED751242C78F9C42D13F976C9CE629AF2141ABF63A54D03565D973F52B281BF7C275D5ED81A6F7A5B0FBC8262BFDE99EE408DA0166DD25ED153B; ; ;1551
22;DC0FB72EF363F9BEF7A404880499480F298562C9C7CBB39B1D5D6E59EC17D9AE6A7DFD2FBBE3EDDCBA5D4F60FCBF0E1FB650DE6735C5EBEC0F9DAFF97B17359ECF7CB698AC4429191A65E974B1FAD89DD07085477372770E47D3511146CFFE1AF9F882E53119A0539C23A3A195F85F79AC141EC0E57DEC4723BDF0D298930A27E6C0891F40E7CD400BFF83A9D1386672F68985C7B05C4F58F77AFA3A7AED5AB8FAF4C68BFB263CB40CC9A5EBE19F35EBF74D6BC90804354ABF8E0E4570DA6002763A4D20EF317371AD3C70CFAF18F477CE370229F104DBA48C5827B56696F86B23833EC4D3D4256F58707711C554C9BC539F0C256FD266ACAA38ED33E0C1F199;010001;F7C78199828BFC6C95BBCEAA97F2CF8C12FB57C37ADEAA96D7BDF0F8B1371009ABBEE5B0E32F1B64E80318FAF908DDC843311ACF48FFDE1A39AA78D31447D601739CB20C770C0AFCCCFBBD163E8E43DAC470C9CDD903D6B237FAD0E8E6CD8406B151366F52F9E4E70D82957A0E4A61B000D9C01A77E9475B9DD4C366D1A071C9; ; ;3972
23;D894180C23193F6C9B414145B03484EAFE626BC691BDF2B59A4D602E23179AC0458E0FE87BD1965C5F6046D17E8C5CCBC833125328B0FC8A5F074F98FD171474038B64579309507A6D13E0E3CEA82F689620228D03DCED6C03D7C2771F3EE34E1F37B7F2240C6FCE1EB8F48AC8A776083F2382434D08D3D4F6279E1242FCC8AF5C5F37E288541AB14D3CF87CECCA63478AE5BD58D886B3D2096223491C2BA49FD515F9141D3B3E8C0C15132371C33ED6B87A3E45ED4BC2A3CEDD6E4470B0BA69D7CEBD913E93EFC180B138E0258E18AC46E649729A9297C780A7964FEBAA0E982A7D460D087FADC5CFEBB61D2F1CD620B7A643E815BF6D051A3F87F4EC99E9F9;010001;F0E6B89783151D590315B87C0F408E2B3B46F442D9E9A8A37294B65BE3A0970BD69B2CCB637B44CF0FF92629E7BA4689BC7A422FA68C2F50C676CF3F03F2D3C84967884E083D5A95C57CEF5D5475A493CCDF7B5505216F30F89F023BD19DFF21623A08D14A6EEEAFD1DBF5607902192C8AA048E0FAA39CF8C7CB3BF2990CE823; ; ;12203
24;C2D5926E769E2771CCAB4B2CE2861D1574B5FDC9AE7BFB49C7E5F4EAFFCF9A625FEB13284667FB4A79779D8310C08DEDFF18EFDB46EC6BFCAF2331FC2DDB926A26E3108BE525892CD6DA971809F58580885E2FB6044578C3FCEA3FEBC176747F8D7D16D7E8E8A8E36F9D8EF1416E748A439ED790E24BF8DB47569AF1F8AE94AADC8CC5632642393E35DD0394AE2621DA73C18F12CBD671081FBDC36FA73428C698FE7D67EA1871E6512307E7602D8B0CDC285EF86F8C318CB25BFE27452479D430E5586DA679ABAB7D35E26DBBAABE256A9889387CE43F5B9FA848B48EB83ECBED1D890690751811ABF70786C72ECDF8F71A84162368603E4F3FFEC449E3DC9B;010001;FD668B52D31E37120B89AF8BE9BA11EE6C8AC3550578AE545DE95D6ECAAB59CA99EB82060C0ADF7E26FF46EA53CE8310B771E6D36B30E12D3F46F9CE922C24B4C4481A7084A1960042B50A4B9BC2688D5ACCCE85F21FBF3EA2B038DE9648475023CF8AA1D6470A8F2C3413658F6AA59C823DF5865893EE08693C211B119B7529; ; ;6259
