,TYPE_RSA_PUBLIC LENGTH_RSA_1024 ,,yes;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_1280 ,,yes;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_1536 ,,yes;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_1984 ,,yes;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_2048,,yes;;,,
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
RSA_PRIVATE_KEY ;;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_512 ,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_736 ,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_768 ,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_896,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_1024 ,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_1280 ,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_1536 ,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_1984 ,,yes;;,,
,TYPE_RSA_PRIVATE LENGTH_RSA_2048,,yes;;,,
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
RSA_CRT_PRIVATE_KEY ;;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512 ,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736 ,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768 ,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024 ,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280 ,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536 ,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984 ,,yes;;,,
,TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048,,yes;;,,
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
DSA_PRIVATE_KEY ;;;,,
,TYPE_DSA_PRIVATE LENGTH_DSA_512 ,,no;;,,
,TYPE_DSA_PRIVATE LENGTH_DSA_768 ,,no;;,,
,TYPE_DSA_PRIVATE LENGTH_DSA_1024 ,,no;;,,
DSA_PUBLIC_KEY ;;;,,
,TYPE_DSA_PUBLIC LENGTH_DSA_512 ,,no;;,,
,TYPE_DSA_PUBLIC LENGTH_DSA_768 ,,no;;,,
,TYPE_DSA_PUBLIC LENGTH_DSA_1024 ,,no;;,,
EC_F2M_PRIVATE_KEY ;;;,,
,TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113 ,,no;;,,
,TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131 ,,no;;,,
,TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163 ,,no;;,,
,TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193,,no;;,,
EC_FP_PRIVATE_KEY ;;;,,
,TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112 ,,no;;,,
,TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128 ,,no;;,,
,TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160 ,,no;;,,
,TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192,,no;;,,
KOREAN_SEED_KEY ;;;,,
,TYPE_KOREAN_SEED_TRANSIENT_RESET ,,no;;,,
,TYPE_KOREAN_SEED_TRANSIENT_DESELECT ,,no;;,,
,TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128 ,,no;;,,
HMAC_KEY ;;;,,
,TYPE_HMAC_TRANSIENT_RESET ,,no;;,,
,TYPE_HMAC_TRANSIENT_DESELECT ,,no;;,,
,TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64 ,,no;;,,
,TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64 ,,no;;,,
,TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64 ,,no;;,,
,TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64,,no;;,,
