INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;yes;0,099000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;yes;0,100000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;yes;0,102000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;yes;0,101000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;yes;0,105000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED_TRANSIENT_RESET;yes;0,097000
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;yes;0,097000
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;yes;0,108000
TYPE_HMAC_TRANSIENT_RESET;no;
TYPE_HMAC_TRANSIENT_DESELECT;no;
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;no;

javacard.security.KeyAgreement
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;yes;0,103000

javacard.security.Checksum
ALG_ISO3309_CRC16;yes;0,068000
ALG_ISO3309_CRC32;no;

javacard.security.KeyPair ALG_RSA on-card generation
ALG_RSA LENGTH_RSA_512;no;
ALG_RSA LENGTH_RSA_736;no;
ALG_RSA LENGTH_RSA_768;no;
ALG_RSA LENGTH_RSA_896;no;
ALG_RSA LENGTH_RSA_1024;no;
ALG_RSA LENGTH_RSA_1280;no;
ALG_RSA LENGTH_RSA_1536;no;
ALG_RSA LENGTH_RSA_1984;no;
ALG_RSA LENGTH_RSA_2048;no;
ALG_RSA LENGTH_RSA_3072;no;
ALG_RSA LENGTH_RSA_4096;no;

javacard.security.KeyPair ALG_RSA_CRT on-card generation
ALG_RSA_CRT LENGTH_RSA_512;yes;0,619000
ALG_RSA_CRT LENGTH_RSA_736;no;
ALG_RSA_CRT LENGTH_RSA_768;yes;1,384000
ALG_RSA_CRT LENGTH_RSA_896;yes;1,829000
ALG_RSA_CRT LENGTH_RSA_1024;yes;5,013000
ALG_RSA_CRT LENGTH_RSA_1280;yes;3,361000
ALG_RSA_CRT LENGTH_RSA_1536;yes;8,300000
ALG_RSA_CRT LENGTH_RSA_1984;yes;47,242000
ALG_RSA_CRT LENGTH_RSA_2048;yes;16,278000
ALG_RSA_CRT LENGTH_RSA_3072;no;
ALG_RSA_CRT LENGTH_RSA_4096;no;

javacard.security.KeyPair ALG_DSA on-card generation
ALG_DSA LENGTH_DSA_512;no;
ALG_DSA LENGTH_DSA_768;no;
ALG_DSA LENGTH_DSA_1024;no;

javacard.security.KeyPair ALG_EC_F2M on-card generation
ALG_EC_F2M LENGTH_EC_F2M_113;no;
ALG_EC_F2M LENGTH_EC_F2M_131;no;
ALG_EC_F2M LENGTH_EC_F2M_163;no;
ALG_EC_F2M LENGTH_EC_F2M_193;no;

javacard.security.KeyPair ALG_EC_FP on-card generation
ALG_EC_FP LENGTH_EC_FP_112;no;
ALG_EC_FP LENGTH_EC_FP_128;yes;0,800000
ALG_EC_FP LENGTH_EC_FP_160;yes;0,838000
ALG_EC_FP LENGTH_EC_FP_192;yes;0,909000
ALG_EC_FP LENGTH_EC_FP_224;yes;0,982000
ALG_EC_FP LENGTH_EC_FP_256;yes;1,178000
ALG_EC_FP LENGTH_EC_FP_384;no;
ALG_EC_FP LENGTH_EC_FP_521;no;

Support for variable public exponent for RSA 1024. If supported, user-defined fast modular exponentiation can be executed on the smart card via cryptographic coprocessor. This is very specific feature and you will probably not need it;
Allocate RSA 1024 objects;yes;0,178000 sec;
Set random modulus;yes;0,050000 sec;
Set random public exponent;yes;1,510000 sec;
Initialize cipher with public key with random exponent;yes;0,060000 sec;
Use random public exponent;yes;0,400000 sec;

Total test time:; 351 seconds.
