INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
ALG_AES_CBC_ISO9797_M2;yes;0.051000
ALG_AES_CBC_PKCS5;yes;0.056000
ALG_AES_ECB_ISO9797_M1;yes;0.048000
ALG_AES_ECB_ISO9797_M2;yes;0.045000
ALG_AES_ECB_PKCS5;yes;0.044000

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0.046000
ALG_DES_MAC4_ISO9797_M1;yes;0.047000
ALG_DES_MAC8_ISO9797_M1;yes;0.050000
ALG_DES_MAC4_ISO9797_M2;yes;0.048000
ALG_DES_MAC8_ISO9797_M2;yes;0.047000
ALG_DES_MAC4_PKCS5;yes;0.046000
ALG_DES_MAC8_PKCS5;yes;0.050000
ALG_RSA_SHA_ISO9796;yes;0.068000
ALG_RSA_SHA_PKCS1;yes;0.057000
ALG_RSA_MD5_PKCS1;no;
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0.056000
ALG_AES_MAC_128_NOPAD;yes;0.059000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.050000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.053000
ALG_RSA_SHA_PKCS1_PSS;yes;0.066000
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0.071000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;yes;0.066000
ALG_ECDSA_SHA_384;yes;0.069000
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;yes;0.055000
ALG_ECDSA_SHA_512;yes;0.062000
ALG_RSA_SHA_224_PKCS1;yes;0.065000
ALG_RSA_SHA_256_PKCS1;yes;0.066000
ALG_RSA_SHA_384_PKCS1;yes;0.067000
ALG_RSA_SHA_512_PKCS1;yes;0.067000
ALG_RSA_SHA_224_PKCS1_PSS;yes;0.068000
ALG_RSA_SHA_256_PKCS1_PSS;yes;0.080000
ALG_RSA_SHA_384_PKCS1_PSS;yes;0.066000
ALG_RSA_SHA_512_PKCS1_PSS;yes;0.068000
ALG_DES_MAC4_ISO9797_1_M1_ALG3;yes;0.049000
ALG_DES_MAC8_ISO9797_1_M1_ALG3;yes;0.050000
ALG_AES_CMAC_128;yes;0.041000

javacard.security.MessageDigest
ALG_SHA;yes;0.042000
ALG_MD5;no;
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.042000
ALG_SHA_384;yes;0.050000
ALG_SHA_512;yes;0.052000
ALG_SHA_224;yes;0.037000
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.028000
ALG_SECURE_RANDOM;yes;0.024000
ALG_TRNG;yes;0.023000
ALG_ALG_PRESEEDED_DRBG;yes;0.029000
ALG_FAST;yes;0.038000
ALG_KEYGENERATION;yes;0.026000

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.048000
TYPE_DES_TRANSIENT_DESELECT;yes;0.043000
TYPE_DES LENGTH_DES;yes;0.047000
TYPE_DES LENGTH_DES3_2KEY;yes;0.057000
TYPE_DES LENGTH_DES3_3KEY;yes;0.055000
TYPE_AES_TRANSIENT_RESET;yes;0.058000
TYPE_AES_TRANSIENT_DESELECT;yes;0.052000
TYPE_AES LENGTH_AES_128;yes;0.052000
TYPE_AES LENGTH_AES_192;yes;0.050000
TYPE_AES LENGTH_AES_256;yes;0.044000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.046000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0.055000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.053000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.041000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.040000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.046000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.040000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.043000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.051000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;yes;0.046000
TYPE_RSA_PUBLIC LENGTH_RSA_4096;yes;0.057000
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.047000
TYPE_RSA_PRIVATE LENGTH_RSA_736;yes;0.053000
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.045000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.045000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.038000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.048000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.040000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.052000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.044000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;yes;0.048000
TYPE_RSA_PRIVATE LENGTH_RSA_4096;yes;0.047000
TYPE_RSA_PRIVATE_TRANSIENT_RESET;yes;0.038000
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;yes;0.047000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.044000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;yes;0.044000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.044000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.051000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.042000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.040000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.047000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.050000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.041000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;yes;0.045000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;yes;0.052000
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;yes;0.050000
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;yes;0.046000
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;yes;0.078000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;yes;0.068000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;yes;0.062000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;yes;0.072000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;yes;0.075000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_320;yes;0.079000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;yes;0.075000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_512;yes;0.078000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;yes;0.081000
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;yes;0.074000
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;yes;0.075000
TYPE_KOREAN_SEED_TRANSIENT_RESET;no;
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;no;
TYPE_HMAC_TRANSIENT_RESET;no;
TYPE_HMAC_TRANSIENT_DESELECT;no;
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;no;

javacard.security.KeyAgreement
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;yes;0.025000
ALG_EC_SVDP_DHC/ALG_EC_SVDP_DHC_KDF;yes;0.029000
ALG_EC_SVDP_DH_PLAIN;yes;0.025000
ALG_EC_SVDP_DHC_PLAIN;yes;0.031000
ALG_EC_PACE_GM;yes;0.035000
ALG_EC_SVDP_DH_PLAIN_XY;yes;0.030000
ALG_DH_PLAIN;no;

javacard.security.Checksum
ALG_ISO3309_CRC16;yes;0.045000
ALG_ISO3309_CRC32;yes;0.040000

javacard.security.KeyPair ALG_RSA on-card generation
ALG_RSA LENGTH_RSA_512;yes;0.345000
ALG_RSA LENGTH_RSA_736;yes;0.593000
ALG_RSA LENGTH_RSA_768;yes;0.572000
ALG_RSA LENGTH_RSA_896;yes;1.126000
ALG_RSA LENGTH_RSA_1024;yes;0.407000
ALG_RSA LENGTH_RSA_1280;yes;1.043000
ALG_RSA LENGTH_RSA_1536;yes;1.186000
ALG_RSA LENGTH_RSA_1984;yes;3.737000
ALG_RSA LENGTH_RSA_2048;yes;3.716000
ALG_RSA LENGTH_RSA_3072;yes;14.120000
ALG_RSA LENGTH_RSA_4096;no;

javacard.security.KeyPair ALG_RSA_CRT on-card generation
ALG_RSA_CRT LENGTH_RSA_512;yes;0.338000
ALG_RSA_CRT LENGTH_RSA_736;yes;0.476000
ALG_RSA_CRT LENGTH_RSA_768;yes;0.832000
ALG_RSA_CRT LENGTH_RSA_896;yes;0.933000
ALG_RSA_CRT LENGTH_RSA_1024;yes;1.601000
ALG_RSA_CRT LENGTH_RSA_1280;yes;1.071000
ALG_RSA_CRT LENGTH_RSA_1536;yes;0.902000
ALG_RSA_CRT LENGTH_RSA_1984;yes;1.084000
ALG_RSA_CRT LENGTH_RSA_2048;yes;6.915000
ALG_RSA_CRT LENGTH_RSA_3072;yes;45.484000
ALG_RSA_CRT LENGTH_RSA_4096;no;

javacard.security.KeyPair ALG_DSA on-card generation
ALG_DSA LENGTH_DSA_512;no;
ALG_DSA LENGTH_DSA_768;no;
ALG_DSA LENGTH_DSA_1024;no;

javacard.security.KeyPair ALG_EC_F2M on-card generation
ALG_EC_F2M LENGTH_EC_F2M_113;no;
ALG_EC_F2M LENGTH_EC_F2M_131;no;
ALG_EC_F2M LENGTH_EC_F2M_163;no;
ALG_EC_F2M LENGTH_EC_F2M_193;no;

javacard.security.KeyPair ALG_EC_FP on-card generation
ALG_EC_FP LENGTH_EC_FP_112;no;
ALG_EC_FP LENGTH_EC_FP_128;yes;0.187000
ALG_EC_FP LENGTH_EC_FP_160;yes;0.208000
ALG_EC_FP LENGTH_EC_FP_192;yes;0.198000
ALG_EC_FP LENGTH_EC_FP_224;yes;0.223000
ALG_EC_FP LENGTH_EC_FP_256;yes;0.212000
ALG_EC_FP LENGTH_EC_FP_384;yes;0.221000
ALG_EC_FP LENGTH_EC_FP_521;yes;0.251000

javacardx.crypto.AEADCipher
CIPHER_AES_CCM;no;
CIPHER_AES_GCM;no;


Total test time:; 112 seconds.
