INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;no;,
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;no;,
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;no;,
Fail to obtain response for GetSupportedAndParse,
,
javacard.security.KeyPair ALG_RSA on-card generation;,
ALG_RSA LENGTH_RSA_736;no;,
Fail to obtain response for GetSupportedAndParse,
ALG_RSA LENGTH_RSA_896;no;,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
ALG_RSA LENGTH_RSA_3072;no;,
ALG_RSA LENGTH_RSA_4096;no;,
Fail to obtain response for GetSupportedAndParse,
,
javacard.security.KeyPair ALG_RSA_CRT on-card generation;,
ALG_RSA_CRT LENGTH_RSA_736;no;,
Fail to obtain response for GetSupportedAndParse,
ALG_RSA_CRT LENGTH_RSA_896;no;,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
Fail to obtain response for GetSupportedAndParse,
ALG_RSA_CRT LENGTH_RSA_3072;no;,
ALG_RSA_CRT LENGTH_RSA_4096;no;,
,
javacard.security.KeyPair ALG_DSA on-card generation;,
ALG_DSA LENGTH_DSA_512;no;,
ALG_DSA LENGTH_DSA_768;no;,
ALG_DSA LENGTH_DSA_1024;no;,
,
javacard.security.KeyPair ALG_EC_F2M on-card generation;,
ALG_EC_F2M LENGTH_EC_F2M_113;no;,
ALG_EC_F2M LENGTH_EC_F2M_131;no;,
ALG_EC_F2M LENGTH_EC_F2M_163;no;,
ALG_EC_F2M LENGTH_EC_F2M_193;no;,
,
javacard.security.KeyPair ALG_EC_FP on-card generation;,
ALG_EC_FP LENGTH_EC_FP_112;no;,
ALG_EC_FP LENGTH_EC_FP_128;no;,
ALG_EC_FP LENGTH_EC_FP_160;no;,
ALG_EC_FP LENGTH_EC_FP_192;no;,
ALG_EC_FP LENGTH_EC_FP_224;no;,
ALG_EC_FP LENGTH_EC_FP_256;no;,
ALG_EC_FP LENGTH_EC_FP_384;no;,
ALG_EC_FP LENGTH_EC_FP_521;no;,
,
javacard.security.KeyAgreement
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;yes;,
ALG_EC_SVDP_DHC/ALG_EC_SVDP_DHC_KDF;no;,
ALG_EC_SVDP_DH_PLAIN;no;,
ALG_EC_SVDP_DHC_PLAIN;no;,

,
javacard.security.Checksum;,
ALG_ISO3309_CRC16;yes;,
ALG_ISO3309_CRC32;no;,
,
Support for variable public exponent for RSA 1024. If supported, user-defined fast modular exponentiation can be executed on the smart card via cryptographic coprocessor. This is very specific feature and you will probably not need it;
Allocate RSA 1024 objects;yes;0.198000 sec;,
Set random modulus;yes;0.055000 sec;,
Set random public exponent;no;,
Initialize cipher with public key with random exponent;no;,
Use random public exponent;no;,
