TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;no
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;no
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;no
TYPE_KOREAN_SEED_TRANSIENT_RESET;no
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;no
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;no
TYPE_HMAC_TRANSIENT_RESET;no
TYPE_HMAC_TRANSIENT_DESELECT;no
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;no
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;no
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;no
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;no

javacard.security.KeyPair ALG_DSA on-card generation;
ALG_DSA LENGTH_DSA_512;no;
ALG_DSA LENGTH_DSA_768;no;
ALG_DSA LENGTH_DSA_1024;no;

javacard.security.KeyPair ALG_EC_F2M on-card generation;
ALG_EC_F2M LENGTH_EC_F2M_113;no;
ALG_EC_F2M LENGTH_EC_F2M_131;no;
ALG_EC_F2M LENGTH_EC_F2M_163;no;
ALG_EC_F2M LENGTH_EC_F2M_193;no;

javacard.security.KeyPair ALG_EC_FP on-card generation;
ALG_EC_FP LENGTH_EC_FP_112;no;
ALG_EC_FP LENGTH_EC_FP_128;no;
ALG_EC_FP LENGTH_EC_FP_160;no;
ALG_EC_FP LENGTH_EC_FP_192;no;


javacard\.security\.KeyAgreement
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;no;
ALG_EC_SVDP_DHC/ALG_EC_SVDP_DHC_KDF;no;

javacard.security.Checksum;
ALG_ISO3309_CRC16;no;
ALG_ISO3309_CRC32;no;
