JavaCard support version; 2.2.1;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0,189
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0,177
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0,18
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0,186
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0,185
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;yes;0,203
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;yes;0,21
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;yes;0,185
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;yes;0,197
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;yes;0,18
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;yes;0,191
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;yes;0,197
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;yes;0,198
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;yes;0,192
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;yes;0,213
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED_TRANSIENT_RESET;no;
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;no;
TYPE_HMAC_TRANSIENT_RESET;yes;0,134
TYPE_HMAC_TRANSIENT_DESELECT;yes;0,15
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;yes;0,119
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;yes;0,122
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;yes;0,11
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;yes;0,129
;;
javacard.security.KeyAgreement
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;yes;0,095
ALG_EC_SVDP_DHC/ALG_EC_SVDP_DHC_KDF;yes;0,093
ALG_EC_SVDP_DH_PLAIN;yes;0,093
ALG_EC_SVDP_DHC_PLAIN;yes;0,097

;;
javacard.security.Checksum;;
ALG_ISO3309_CRC16;yes;0,127
ALG_ISO3309_CRC32;yes;0,129
;;
javacard.security.KeyPair ALG_RSA on-card generation;;
ALG_RSA LENGTH_RSA_512;yes;1,464
ALG_RSA LENGTH_RSA_736;yes;1,9
ALG_RSA LENGTH_RSA_768;yes;1,97
ALG_RSA LENGTH_RSA_896;yes;2,228
ALG_RSA LENGTH_RSA_1024;yes;2,471
ALG_RSA LENGTH_RSA_1280;yes;3,45
ALG_RSA LENGTH_RSA_1536;yes;4,072
ALG_RSA LENGTH_RSA_1984;yes;12,021
ALG_RSA LENGTH_RSA_2048;yes;7,559
ALG_RSA LENGTH_RSA_3072;no;
ALG_RSA LENGTH_RSA_4096;no;
;;
javacard.security.KeyPair ALG_RSA_CRT on-card generation;;
ALG_RSA_CRT LENGTH_RSA_512;yes;1,93
ALG_RSA_CRT LENGTH_RSA_736;yes;1,784
ALG_RSA_CRT LENGTH_RSA_768;yes;1,886
ALG_RSA_CRT LENGTH_RSA_896;yes;2,424
ALG_RSA_CRT LENGTH_RSA_1024;yes;2,302
ALG_RSA_CRT LENGTH_RSA_1280;yes;4,645
ALG_RSA_CRT LENGTH_RSA_1536;yes;2,656
ALG_RSA_CRT LENGTH_RSA_1984;yes;6,031
ALG_RSA_CRT LENGTH_RSA_2048;yes;10,958
ALG_RSA_CRT LENGTH_RSA_3072;no;
ALG_RSA_CRT LENGTH_RSA_4096;no;
;;
javacard.security.KeyPair ALG_DSA on-card generation;;
ALG_DSA LENGTH_DSA_512;no;
ALG_DSA LENGTH_DSA_768;no;
ALG_DSA LENGTH_DSA_1024;no;
;;
javacard.security.KeyPair ALG_EC_F2M on-card generation;;
ALG_EC_F2M LENGTH_EC_F2M_113;no;
ALG_EC_F2M LENGTH_EC_F2M_131;no;
ALG_EC_F2M LENGTH_EC_F2M_163;no;
ALG_EC_F2M LENGTH_EC_F2M_193;no;
;;
javacard.security.KeyPair ALG_EC_FP on-card generation;;
ALG_EC_FP LENGTH_EC_FP_112;error(ILLEGAL_VALUE);
ALG_EC_FP LENGTH_EC_FP_128;error(ILLEGAL_VALUE);
ALG_EC_FP LENGTH_EC_FP_160;error(ILLEGAL_VALUE);
ALG_EC_FP LENGTH_EC_FP_192;error(ILLEGAL_VALUE);
ALG_EC_FP LENGTH_EC_FP_224;error(ILLEGAL_VALUE);
ALG_EC_FP LENGTH_EC_FP_256;error(ILLEGAL_VALUE);
ALG_EC_FP LENGTH_EC_FP_384;error(ILLEGAL_VALUE);
ALG_EC_FP LENGTH_EC_FP_521;error(ILLEGAL_VALUE);
;;
Support for variable public exponent for RSA 1024. If supported, user-defined fast modular exponentiation can be executed on the smart card via cryptographic coprocessor. This is very specific feature and you will probably not need it;;
Allocate RSA 1024 objects;yes;0,206000 sec
Set random modulus;yes;0,075000 sec
Set random public exponent;yes;0,069000 sec
Initialize cipher with public key with random exponent;yes;0,033000 sec
Use random public exponent;no;
;;
Total test time:; 148 seconds.;
